customer_key,customer_number,customer_name,age,age_category,total_orders,total_sales,spender_category,last_order_date,recency,total_quantities,total_products,life_span,average_order_value,average_monthly_spend
17891,AW00028891,"Jasmine Smith",74,"Above 60",1,4,"low spender",2013-08-21,151,1,1,151,4.0000,0.0265
17892,AW00028892,"Marissa Bryant",75,"Above 60",1,21,"low spender",2013-08-14,151,1,1,151,21.0000,0.1391
17893,AW00028893,"Jessie Gutierrez",74,"Above 60",1,5,"low spender",2013-05-05,154,1,1,154,5.0000,0.0325
17894,AW00028894,"Maurice Xu",74,"Above 60",1,5,"low spender",2013-11-25,148,1,1,148,5.0000,0.0338
17895,AW00028895,"Mitchell Luo",74,"Above 60",1,5,"low spender",2014-01-19,146,1,1,146,5.0000,0.0342
17896,AW00028896,"Edward Davis",66,"Above 60",1,21,"low spender",2013-03-19,156,1,1,156,21.0000,0.1346
17897,AW00028897,"Jennifer Ross",67,"Above 60",1,5,"low spender",2014-01-06,146,1,1,146,5.0000,0.0342
17898,AW00028898,"Melanie Patterson",66,"Above 60",1,21,"low spender",2013-03-06,156,1,1,156,21.0000,0.1346
17899,AW00028899,"Alejandro Anand",66,"Above 60",1,4,"low spender",2013-12-25,147,1,1,147,4.0000,0.0272
17900,AW00028900,"Jasmine Price",67,"Above 60",1,5,"low spender",2013-05-29,154,1,1,154,5.0000,0.0325
17901,AW00028901,"Martha Hee",67,"Above 60",1,2443,"medium spender",2013-07-21,152,1,1,152,2443.0000,16.0724
17902,AW00028902,"Suzanne She",66,"Above 60",1,2443,"medium spender",2013-07-28,152,1,1,152,2443.0000,16.0724
17903,AW00028903,"Kara Luo",61,"Above 60",1,21,"low spender",2013-02-11,157,1,1,157,21.0000,0.1338
17904,AW00028904,"Ian Flores",69,"Above 60",2,2818,"medium spender",2013-03-17,156,2,2,156,1409.0000,18.0641
17905,AW00028905,"Katherine Bailey",69,"Above 60",1,5,"low spender",2013-04-25,155,1,1,155,5.0000,0.0323
17906,AW00028906,"Steve Xu",63,"Above 60",1,5,"low spender",2013-10-14,149,1,1,149,5.0000,0.0336
17907,AW00028907,"Blake Jenkins",69,"Above 60",1,21,"low spender",2013-09-22,150,1,1,150,21.0000,0.1400
17908,AW00028908,"Dominique Sai",69,"Above 60",1,21,"low spender",2013-02-01,157,1,1,157,21.0000,0.1338
17909,AW00028909,"Tommy Champion",65,"Above 60",1,5,"low spender",2013-08-23,151,1,1,151,5.0000,0.0331
17910,AW00028910,"Melody Martin",70,"Above 60",1,5,"low spender",2013-09-19,150,1,1,150,5.0000,0.0333
17911,AW00028911,"Levi Rodriguez",70,"Above 60",1,5,"low spender",2013-08-04,151,1,1,151,5.0000,0.0331
17912,AW00028912,"Alejandro Zhu",70,"Above 60",1,5,"low spender",2013-10-02,149,1,1,149,5.0000,0.0336
17913,AW00028913,"Krista Diaz",70,"Above 60",1,21,"low spender",2013-10-22,149,1,1,149,21.0000,0.1409
17914,AW00028914,"Alicia Rai",69,"Above 60",1,4,"low spender",2013-05-10,154,1,1,154,4.0000,0.0260
17915,AW00028915,"Johnny Yuan",65,"Above 60",1,5,"low spender",2013-06-14,153,1,1,153,5.0000,0.0327
17916,AW00028916,"Kathryn Shan",71,"Above 60",1,540,"low spender",2013-04-28,155,1,1,155,540.0000,3.4839
17917,AW00028917,"Sandra Zhou",72,"Above 60",1,5,"low spender",2014-01-01,146,1,1,146,5.0000,0.0342
17918,AW00028918,"Gina Blanco",72,"Above 60",1,21,"low spender",2013-02-22,157,1,1,157,21.0000,0.1338
17919,AW00028919,"Krystal Wagner",73,"Above 60",1,5,"low spender",2013-03-02,156,1,1,156,5.0000,0.0321
17920,AW00028920,"Renée Alvarez",73,"Above 60",1,5,"low spender",2013-11-07,148,1,1,148,5.0000,0.0338
17921,AW00028921,"Corey Deng",56,40-60,1,21,"low spender",2013-03-22,156,1,1,156,21.0000,0.1346
17922,AW00028922,"Brent Ye",44,40-60,1,5,"low spender",2013-08-21,151,1,1,151,5.0000,0.0331
17923,AW00028923,"Roberto Hernandez",45,40-60,1,2384,"medium spender",2013-03-15,156,1,1,156,2384.0000,15.2821
17924,AW00028924,"Sydney Washington",44,40-60,1,5,"low spender",2013-12-22,147,1,1,147,5.0000,0.0340
17925,AW00028925,"Warren Lu",44,40-60,1,5,"low spender",2013-11-16,148,1,1,148,5.0000,0.0338
17926,AW00028926,"Danny Schmidt",44,40-60,1,5,"low spender",2013-11-13,148,1,1,148,5.0000,0.0338
17927,AW00028927,"Jermaine Rana",44,40-60,1,2384,"medium spender",2013-03-05,156,1,1,156,2384.0000,15.2821
17928,AW00028928,"Margaret Wu",44,40-60,1,2384,"medium spender",2013-03-29,156,1,1,156,2384.0000,15.2821
17929,AW00028929,"Marie Fernandez",45,40-60,1,5,"low spender",2013-10-11,149,1,1,149,5.0000,0.0336
17930,AW00028930,"Jarrod Kapoor",45,40-60,1,5,"low spender",2013-12-10,147,1,1,147,5.0000,0.0340
17931,AW00028931,"Darren Jiménez",44,40-60,1,5,"low spender",2013-06-17,153,1,1,153,5.0000,0.0327
17932,AW00028932,"Marshall Ashe",40,20-40,1,5,"low spender",2013-12-12,147,1,1,147,5.0000,0.0340
17933,AW00028933,"Colleen Rai",45,40-60,1,24,"low spender",2013-10-22,149,1,1,149,24.0000,0.1611
17934,AW00028934,"Ricardo Nara",45,40-60,1,5,"low spender",2013-08-17,151,1,1,151,5.0000,0.0331
17935,AW00028935,"Eddie Johnsen",45,40-60,1,2384,"medium spender",2013-03-18,156,1,1,156,2384.0000,15.2821
17936,AW00028936,"Karla Raje",45,40-60,1,5,"low spender",2013-03-13,156,1,1,156,5.0000,0.0321
17937,AW00028937,"Tommy Nath",41,40-60,1,5,"low spender",2013-06-22,153,1,1,153,5.0000,0.0327
17938,AW00028938,"Sarah Moore",45,40-60,1,10,"low spender",2013-11-03,148,1,1,148,10.0000,0.0676
17939,AW00028939,"Ronald Fernandez",45,40-60,1,10,"low spender",2013-03-03,156,1,1,156,10.0000,0.0641
17940,AW00028940,"Kristine Serrano",46,40-60,1,2384,"medium spender",2013-03-25,156,1,1,156,2384.0000,15.2821
17941,AW00028941,"Deanna Moreno",46,40-60,1,10,"low spender",2013-10-22,149,1,1,149,10.0000,0.0671
17942,AW00028942,"Frederick Raman",47,40-60,1,10,"low spender",2013-04-16,155,1,1,155,10.0000,0.0645
17943,AW00028943,"Arthur Martin",47,40-60,1,10,"low spender",2013-07-01,152,1,1,152,10.0000,0.0658
17944,AW00028944,"Whitney Malhotra",41,40-60,1,5,"low spender",2013-08-21,151,1,1,151,5.0000,0.0331
17945,AW00028945,"Rafael Lal",48,40-60,1,5,"low spender",2013-04-20,155,1,1,155,5.0000,0.0323
17946,AW00028946,"John Anderson",42,40-60,1,10,"low spender",2013-12-31,147,1,1,147,10.0000,0.0680
17947,AW00028947,"Grant Nath",47,40-60,1,10,"low spender",2013-06-08,153,1,1,153,10.0000,0.0654
17948,AW00028948,"Valerie Ye",41,40-60,1,2384,"medium spender",2013-03-01,156,1,1,156,2384.0000,15.2821
17949,AW00028949,"Lance Ramos",47,40-60,1,2384,"medium spender",2013-03-15,156,1,1,156,2384.0000,15.2821
17950,AW00028950,"Carl Lal",42,40-60,1,10,"low spender",2013-04-16,155,1,1,155,10.0000,0.0645
17951,AW00028951,"Monica Rodriguez",48,40-60,1,10,"low spender",2013-07-15,152,1,1,152,10.0000,0.0658
17952,AW00028952,"Arturo Huang",42,40-60,1,2384,"medium spender",2013-03-26,156,1,1,156,2384.0000,15.2821
17953,AW00028953,"Trisha Gao",43,40-60,1,2384,"medium spender",2013-03-23,156,1,1,156,2384.0000,15.2821
17954,AW00028954,"Omar Hu",47,40-60,1,9,"low spender",2013-04-19,155,1,1,155,9.0000,0.0581
17955,AW00028955,"Emmanuel Fernandez",48,40-60,1,10,"low spender",2013-12-28,147,1,1,147,10.0000,0.0680
17956,AW00028956,"Colleen Xu",49,40-60,1,10,"low spender",2013-07-17,152,1,1,152,10.0000,0.0658
17957,AW00028957,"Kate Xu",43,40-60,1,2384,"medium spender",2013-04-29,155,1,1,155,2384.0000,15.3806
17958,AW00028958,"Randy Liang",47,40-60,1,10,"low spender",2013-12-03,147,1,1,147,10.0000,0.0680
17959,AW00028959,"Jimmy Ashe",48,40-60,1,10,"low spender",2013-04-23,155,1,1,155,10.0000,0.0645
17960,AW00028960,"Jacquelyn Vazquez",48,40-60,1,10,"low spender",2014-01-06,146,1,1,146,10.0000,0.0685
17961,AW00028961,"Mathew Ramos",49,40-60,1,2384,"medium spender",2013-04-12,155,1,1,155,2384.0000,15.3806
17962,AW00028962,"Stanley Lopez",50,40-60,1,2384,"medium spender",2013-04-20,155,1,1,155,2384.0000,15.3806
17963,AW00028963,"Ross Prasad",50,40-60,1,2384,"medium spender",2013-04-21,155,1,1,155,2384.0000,15.3806
17964,AW00028964,"Trevor Foster",65,"Above 60",1,70,"low spender",2013-04-24,155,1,1,155,70.0000,0.4516
17965,AW00028965,"Trinity Morris",71,"Above 60",1,25,"low spender",2013-11-05,148,1,1,148,25.0000,0.1689
17966,AW00028966,"Martha Li",66,"Above 60",1,3578,"medium spender",2011-06-14,177,1,1,177,3578.0000,20.2147
17967,AW00028967,"Jessica Morris",72,"Above 60",1,9,"low spender",2013-02-20,157,1,1,157,9.0000,0.0573
17968,AW00028968,"Marcus Morgan",72,"Above 60",1,2,"low spender",2013-08-18,151,1,1,151,2.0000,0.0132
17969,AW00028969,"Eduardo Flores",72,"Above 60",1,54,"low spender",2013-05-12,154,1,1,154,54.0000,0.3506
17970,AW00028970,"Danielle Peterson",82,"Above 60",1,4,"low spender",2013-11-05,148,1,1,148,4.0000,0.0270
17971,AW00028971,"Jason Shan",81,"Above 60",1,25,"low spender",2013-02-06,157,1,1,157,25.0000,0.1592
17972,AW00028972,"Taylor Bennett",80,"Above 60",1,4,"low spender",2013-08-25,151,1,1,151,4.0000,0.0265
17973,AW00028973,"Bryan Cooper",80,"Above 60",1,25,"low spender",2013-10-28,149,1,1,149,25.0000,0.1678
17974,AW00028974,"Kelly Hayes",80,"Above 60",1,25,"low spender",2013-10-05,149,1,1,149,25.0000,0.1678
17975,AW00028975,"Walter Gill",74,"Above 60",1,4,"low spender",2013-11-06,148,1,1,148,4.0000,0.0270
17976,AW00028976,"Christina Peterson",80,"Above 60",1,70,"low spender",2013-05-14,154,1,1,154,70.0000,0.4545
17977,AW00028977,"Carlos Nelson",80,"Above 60",1,25,"low spender",2013-05-30,154,1,1,154,25.0000,0.1623
17978,AW00028978,"Alexandria Watson",80,"Above 60",1,25,"low spender",2013-07-10,152,1,1,152,25.0000,0.1645
17979,AW00028979,"Matthew Williams",80,"Above 60",1,25,"low spender",2013-03-24,156,1,1,156,25.0000,0.1603
17980,AW00028980,"Alyssa Watson",80,"Above 60",1,25,"low spender",2013-05-21,154,1,1,154,25.0000,0.1623
17981,AW00028981,"Luke Jai",80,"Above 60",1,25,"low spender",2013-03-18,156,1,1,156,25.0000,0.1603
17982,AW00028982,"Sydney Watson",78,"Above 60",1,25,"low spender",2013-05-04,154,1,1,154,25.0000,0.1623
17983,AW00028983,"Sean Lopez",73,"Above 60",1,4,"low spender",2013-08-11,151,1,1,151,4.0000,0.0265
17984,AW00028984,"Katherine Cox",78,"Above 60",1,25,"low spender",2013-07-23,152,1,1,152,25.0000,0.1645
17985,AW00028985,"Andrew Taylor",78,"Above 60",1,4,"low spender",2013-03-23,156,1,1,156,4.0000,0.0256
17986,AW00028986,"Caleb King",77,"Above 60",1,70,"low spender",2013-08-01,151,1,1,151,70.0000,0.4636
17987,AW00028987,"Jessica Harris",77,"Above 60",1,25,"low spender",2014-01-21,146,1,1,146,25.0000,0.1712
17988,AW00028988,"Harold Perez",76,"Above 60",1,3578,"medium spender",2011-06-01,177,1,1,177,3578.0000,20.2147
17989,AW00028989,"Angela Cox",76,"Above 60",1,3578,"medium spender",2011-06-21,177,1,1,177,3578.0000,20.2147
17990,AW00028990,"Ann Raman",71,"Above 60",1,3578,"medium spender",2011-06-19,177,1,1,177,3578.0000,20.2147
17991,AW00028991,"Timothy Ward",73,"Above 60",1,25,"low spender",2013-03-29,156,1,1,156,25.0000,0.1603
17992,AW00028992,"Darren Fernandez",73,"Above 60",1,9,"low spender",2013-07-19,152,1,1,152,9.0000,0.0592
17993,AW00028993,"Destiny Perry",74,"Above 60",1,3578,"medium spender",2011-06-18,177,1,1,177,3578.0000,20.2147
17994,AW00028994,"Noah Hayes",74,"Above 60",1,25,"low spender",2013-07-27,152,1,1,152,25.0000,0.1645
17995,AW00028995,"Alexandra Wright",74,"Above 60",1,25,"low spender",2013-06-01,153,1,1,153,25.0000,0.1634
17996,AW00028996,"Rachel Rivera",56,40-60,1,70,"low spender",2013-08-16,151,1,1,151,70.0000,0.4636
17997,AW00028997,"Hector Carlson",72,"Above 60",1,3578,"medium spender",2011-06-03,177,1,1,177,3578.0000,20.2147
17998,AW00028998,"Kristina Rodriguez",73,"Above 60",1,25,"low spender",2013-02-20,157,1,1,157,25.0000,0.1592
17999,AW00028999,"Edward Martinez",67,"Above 60",1,5,"low spender",2013-07-25,152,1,1,152,5.0000,0.0329
18000,AW00029000,"Nathan Baker",73,"Above 60",1,5,"low spender",2013-02-20,157,1,1,157,5.0000,0.0318
18001,AW00029001,"Carl Nath",61,"Above 60",1,540,"low spender",2013-12-04,147,1,1,147,540.0000,3.6735
18002,AW00029002,"Hannah Walker",72,"Above 60",1,5,"low spender",2013-03-19,156,1,1,156,5.0000,0.0321
18003,AW00029003,"Veronica Perez",72,"Above 60",1,5,"low spender",2013-09-08,150,1,1,150,5.0000,0.0333
18004,AW00029004,"Andrew Thomas",60,40-60,2,4320,"medium spender",2013-05-27,154,2,2,154,2160.0000,28.0519
18005,AW00029005,"Cameron Gonzales",71,"Above 60",1,70,"low spender",2013-03-05,156,1,1,156,70.0000,0.4487
18006,AW00029006,"Christian Kumar",71,"Above 60",1,25,"low spender",2013-08-03,151,1,1,151,25.0000,0.1656
18007,AW00029007,"Elijah Perry",70,"Above 60",1,25,"low spender",2013-12-03,147,1,1,147,25.0000,0.1701
18008,AW00029008,"Andres Luo",70,"Above 60",1,3578,"medium spender",2011-06-23,177,1,1,177,3578.0000,20.2147
18009,AW00029009,"Stanley Arun",65,"Above 60",1,4,"low spender",2013-07-14,152,1,1,152,4.0000,0.0263
18010,AW00029010,"Jennifer Long",70,"Above 60",1,3578,"medium spender",2011-06-22,177,1,1,177,3578.0000,20.2147
18011,AW00029011,"Allison Roberts",70,"Above 60",2,4320,"medium spender",2013-06-22,153,2,2,153,2160.0000,28.2353
18012,AW00029012,"Jeremiah Taylor",65,"Above 60",1,70,"low spender",2013-10-23,149,1,1,149,70.0000,0.4698
18013,AW00029013,"Emma Hall",64,"Above 60",1,2182,"medium spender",2012-02-21,169,1,1,169,2182.0000,12.9112
18014,AW00029014,"Ryan Powell",70,"Above 60",1,25,"low spender",2013-02-04,157,1,1,157,25.0000,0.1592
18015,AW00029015,"Trinity Murphy",70,"Above 60",1,25,"low spender",2013-05-24,154,1,1,154,25.0000,0.1623
18016,AW00029016,"Jackson Perez",70,"Above 60",1,3578,"medium spender",2011-06-21,177,1,1,177,3578.0000,20.2147
18017,AW00029017,"Gabriel Long",70,"Above 60",1,3578,"medium spender",2011-06-15,177,1,1,177,3578.0000,20.2147
18018,AW00029018,"Drew Luo",70,"Above 60",1,25,"low spender",2013-11-19,148,1,1,148,25.0000,0.1689
18019,AW00029019,"Isaiah Morris",70,"Above 60",2,4320,"medium spender",2013-06-02,153,2,2,153,2160.0000,28.2353
18020,AW00029020,"Jackson Young",65,"Above 60",1,5,"low spender",2013-06-27,153,1,1,153,5.0000,0.0327
18021,AW00029021,"William Clark",69,"Above 60",1,70,"low spender",2013-08-02,151,1,1,151,70.0000,0.4636
18022,AW00029022,"Sydney Diaz",68,"Above 60",1,25,"low spender",2013-09-30,150,1,1,150,25.0000,0.1667
18023,AW00029023,"Dalton Campbell",68,"Above 60",1,25,"low spender",2013-10-12,149,1,1,149,25.0000,0.1678
18024,AW00029024,"Deanna Blanco",63,"Above 60",1,4,"low spender",2014-01-22,146,1,1,146,4.0000,0.0274
18025,AW00029025,"Miguel Hayes",69,"Above 60",1,25,"low spender",2013-02-23,157,1,1,157,25.0000,0.1592
18026,AW00029026,"Sydney Mitchell",68,"Above 60",1,25,"low spender",2013-08-18,151,1,1,151,25.0000,0.1656
18027,AW00029027,"Jacob Walker",62,"Above 60",1,540,"low spender",2013-12-15,147,1,1,147,540.0000,3.6735
18028,AW00029028,"Samuel Parker",67,"Above 60",1,5,"low spender",2013-10-11,149,1,1,149,5.0000,0.0336
18029,AW00029029,"Marcus Bennett",68,"Above 60",1,5,"low spender",2013-11-22,148,1,1,148,5.0000,0.0338
18030,AW00029030,"Jeremy Adams",62,"Above 60",1,5,"low spender",2013-12-20,147,1,1,147,5.0000,0.0340
18031,AW00029031,"Brandon Chen",51,40-60,1,5,"low spender",2013-11-10,148,1,1,148,5.0000,0.0338
18032,AW00029032,"Taylor Ramirez",68,"Above 60",2,4320,"medium spender",2013-06-11,153,2,2,153,2160.0000,28.2353
18033,AW00029033,"Natalie Cooper",61,"Above 60",1,25,"low spender",2013-06-14,153,1,1,153,25.0000,0.1634
18034,AW00029034,"Jonathan Patterson",67,"Above 60",1,4,"low spender",2013-06-15,153,1,1,153,4.0000,0.0261
18035,AW00029035,"Elijah Scott",67,"Above 60",1,4,"low spender",2013-12-16,147,1,1,147,4.0000,0.0272
18036,AW00029036,"Rebecca Baker",61,"Above 60",1,25,"low spender",2013-12-31,147,1,1,147,25.0000,0.1701
18037,AW00029037,"Brandon Lewis",53,40-60,1,70,"low spender",2013-05-07,154,1,1,154,70.0000,0.4545
18038,AW00029038,"Vanessa Hughes",53,40-60,1,4,"low spender",2013-12-19,147,1,1,147,4.0000,0.0272
18039,AW00029039,"Xavier Hayes",39,20-40,1,5,"low spender",2013-10-29,149,1,1,149,5.0000,0.0336
18040,AW00029040,"Colleen Liu",46,40-60,1,5,"low spender",2013-02-06,157,1,1,157,5.0000,0.0318
18041,AW00029041,"Charles Collins",48,40-60,1,540,"low spender",2013-12-25,147,1,1,147,540.0000,3.6735
18042,AW00029042,"Edward Jackson",52,40-60,1,2384,"medium spender",2013-01-11,158,1,1,158,2384.0000,15.0886
18043,AW00029043,"Luke Alexander",52,40-60,1,2384,"medium spender",2013-01-16,158,1,1,158,2384.0000,15.0886
18044,AW00029044,"Olivia Wilson",52,40-60,2,4320,"medium spender",2013-06-04,153,2,2,153,2160.0000,28.2353
18045,AW00029045,"Anna Jones",52,40-60,1,5,"low spender",2013-04-24,155,1,1,155,5.0000,0.0323
18046,AW00029046,"Gabriella Richardson",57,40-60,1,4,"low spender",2013-07-17,152,1,1,152,4.0000,0.0263
18047,AW00029047,"Jack Lopez",57,40-60,1,5,"low spender",2013-07-28,152,1,1,152,5.0000,0.0329
18048,AW00029048,"William Harris",46,40-60,2,4320,"medium spender",2013-06-21,153,2,2,153,2160.0000,28.2353
18049,AW00029049,"Kelly Simmons",41,40-60,1,4,"low spender",2013-04-05,155,1,1,155,4.0000,0.0258
18050,AW00029050,"Jack Russell",41,40-60,1,4,"low spender",2013-12-10,147,1,1,147,4.0000,0.0272
18051,AW00029051,"Michele She",41,40-60,1,4,"low spender",2013-09-03,150,1,1,150,4.0000,0.0267
18052,AW00029052,"Ian Peterson",41,40-60,1,4,"low spender",2013-04-01,155,1,1,155,4.0000,0.0258
18053,AW00029053,"Nelson Gomez",75,"Above 60",1,4,"low spender",2013-05-15,154,1,1,154,4.0000,0.0260
18054,AW00029054,"Abby Kapoor",76,"Above 60",1,742,"low spender",2013-06-16,153,1,1,153,742.0000,4.8497
18055,AW00029055,"Monica Sai",70,"Above 60",1,742,"low spender",2013-05-31,154,1,1,154,742.0000,4.8182
18056,AW00029056,"Angelica Griffin",41,40-60,1,3578,"medium spender",2011-06-10,177,1,1,177,3578.0000,20.2147
18057,AW00029057,"Latoya Andersen",42,40-60,1,9,"low spender",2013-06-18,153,1,1,153,9.0000,0.0588
18058,AW00029058,"Olivia Reed",42,40-60,1,3578,"medium spender",2011-06-06,177,1,1,177,3578.0000,20.2147
18059,AW00029059,"Jocelyn Perry",42,40-60,1,3578,"medium spender",2011-06-26,177,1,1,177,3578.0000,20.2147
18060,AW00029060,"David Washington",42,40-60,1,3578,"medium spender",2011-06-20,177,1,1,177,3578.0000,20.2147
18061,AW00029061,"Jaime Kumar",75,"Above 60",1,4,"low spender",2013-12-10,147,1,1,147,4.0000,0.0272
18062,AW00029062,"Dennis Liu",75,"Above 60",1,742,"low spender",2013-06-17,153,1,1,153,742.0000,4.8497
18063,AW00029063,"Alan Liang",63,"Above 60",1,742,"low spender",2013-06-07,153,1,1,153,742.0000,4.8497
18064,AW00029064,"Jose Butler",73,"Above 60",1,742,"low spender",2013-06-21,153,1,1,153,742.0000,4.8497
18065,AW00029065,"Pamela Rodriguez",74,"Above 60",1,742,"low spender",2013-06-13,153,1,1,153,742.0000,4.8497
18066,AW00029066,"Ricky Suarez",74,"Above 60",1,540,"low spender",2013-07-17,152,1,1,152,540.0000,3.5526
18067,AW00029067,"Russell Chander",68,"Above 60",1,540,"low spender",2013-08-07,151,1,1,151,540.0000,3.5762
18068,AW00029068,"Cassandra Madan",73,"Above 60",1,9,"low spender",2013-06-03,153,1,1,153,9.0000,0.0588
18069,AW00029069,"Clarence Lin",73,"Above 60",1,742,"low spender",2013-06-24,153,1,1,153,742.0000,4.8497
18070,AW00029070,"Arianna Simmons",42,40-60,1,3578,"medium spender",2011-06-29,177,1,1,177,3578.0000,20.2147
18071,AW00029071,"Megan Thomas",42,40-60,1,70,"low spender",2013-05-16,154,1,1,154,70.0000,0.4545
18072,AW00029072,"Emma Ramirez",43,40-60,1,70,"low spender",2013-12-24,147,1,1,147,70.0000,0.4762
18073,AW00029073,"Melanie Barnes",43,40-60,1,4,"low spender",2013-04-30,155,1,1,155,4.0000,0.0258
18074,AW00029074,"Joan Long",43,40-60,1,64,"low spender",2013-06-08,153,1,1,153,64.0000,0.4183
18075,AW00029075,"Jack Wright",43,40-60,1,4,"low spender",2013-04-02,155,1,1,155,4.0000,0.0258
18076,AW00029076,"Megan Miller",43,40-60,1,4,"low spender",2013-12-16,147,1,1,147,4.0000,0.0272
18077,AW00029077,"Blake Henderson",42,40-60,1,4,"low spender",2013-11-07,148,1,1,148,4.0000,0.0270
18078,AW00029078,"Victoria Sanders",43,40-60,1,25,"low spender",2013-08-18,151,1,1,151,25.0000,0.1656
18079,AW00029079,"Brian Rogers",44,40-60,1,4,"low spender",2013-01-28,158,1,1,158,4.0000,0.0253
18080,AW00029080,"Yolanda Nara",71,"Above 60",1,742,"low spender",2013-07-25,152,1,1,152,742.0000,4.8816
18081,AW00029081,"Darren Lopez",66,"Above 60",1,742,"low spender",2013-07-24,152,1,1,152,742.0000,4.8816
18082,AW00029082,"Sabrina Ramos",66,"Above 60",1,742,"low spender",2013-06-30,153,1,1,153,742.0000,4.8497
18083,AW00029083,"Toni Sullivan",70,"Above 60",1,4,"low spender",2013-09-26,150,1,1,150,4.0000,0.0267
18084,AW00029084,"Beth Hernandez",70,"Above 60",1,742,"low spender",2013-07-01,152,1,1,152,742.0000,4.8816
18085,AW00029085,"Brad Goel",69,"Above 60",1,742,"low spender",2013-07-17,152,1,1,152,742.0000,4.8816
18086,AW00029086,"Frank Diaz",70,"Above 60",1,742,"low spender",2013-07-10,152,1,1,152,742.0000,4.8816
18087,AW00029087,"Steve Ye",69,"Above 60",1,742,"low spender",2013-08-14,151,1,1,151,742.0000,4.9139
18088,AW00029088,"Tamara Anand",70,"Above 60",1,742,"low spender",2013-08-06,151,1,1,151,742.0000,4.9139
18089,AW00029089,"Noah Henderson",40,20-40,1,4,"low spender",2013-04-07,155,1,1,155,4.0000,0.0258
18090,AW00029090,"Lacey Ye",68,"Above 60",1,742,"low spender",2013-08-27,151,1,1,151,742.0000,4.9139
18091,AW00029091,"Mallory Hernandez",67,"Above 60",1,742,"low spender",2013-08-04,151,1,1,151,742.0000,4.9139
18092,AW00029092,"Jessie Ma",56,40-60,1,4,"low spender",2013-05-30,154,1,1,154,4.0000,0.0260
18093,AW00029093,"Erik Blanco",67,"Above 60",1,4,"low spender",2013-08-19,151,1,1,151,4.0000,0.0265
18094,AW00029094,"Jessie He",68,"Above 60",1,742,"low spender",2013-08-11,151,1,1,151,742.0000,4.9139
18095,AW00029095,"Jaime Jimenez",68,"Above 60",1,742,"low spender",2013-08-08,151,1,1,151,742.0000,4.9139
18096,AW00029096,"Margaret Stewart",67,"Above 60",1,540,"low spender",2013-08-07,151,1,1,151,540.0000,3.5762
18097,AW00029097,"Bonnie Beck",66,"Above 60",1,540,"low spender",2013-08-20,151,1,1,151,540.0000,3.5762
18098,AW00029098,"Jimmy Gill",67,"Above 60",1,540,"low spender",2013-08-02,151,1,1,151,540.0000,3.5762
18099,AW00029099,"Tony Shen",67,"Above 60",1,540,"low spender",2013-09-22,150,1,1,150,540.0000,3.6000
18100,AW00029100,"Vanessa Diaz",61,"Above 60",1,5,"low spender",2013-11-29,148,1,1,148,5.0000,0.0338
18101,AW00029101,"Monique Rubio",60,40-60,1,5,"low spender",2013-10-31,149,1,1,149,5.0000,0.0336
18102,AW00029102,"Marie Mehta",54,40-60,1,2384,"medium spender",2013-04-01,155,1,1,155,2384.0000,15.3806
18103,AW00029103,"Karl Raji",59,40-60,1,2384,"medium spender",2013-04-01,155,1,1,155,2384.0000,15.3806
18104,AW00029104,"Nathan Zhang",45,40-60,1,70,"low spender",2013-11-06,148,1,1,148,70.0000,0.4730
18105,AW00029105,"Martha Ma",44,40-60,1,4,"low spender",2013-04-14,155,1,1,155,4.0000,0.0258
18106,AW00029106,"Calvin Beck",45,40-60,1,3578,"medium spender",2011-06-26,177,1,1,177,3578.0000,20.2147
18107,AW00029107,"Tonya Luo",45,40-60,1,4,"low spender",2013-04-19,155,1,1,155,4.0000,0.0258
18108,AW00029108,"Seth Evans",45,40-60,1,3578,"medium spender",2011-06-11,177,1,1,177,3578.0000,20.2147
18109,AW00029109,"Elizabeth Miller",46,40-60,1,4,"low spender",2013-05-01,154,1,1,154,4.0000,0.0260
18110,AW00029110,"Sydney Smith",47,40-60,1,3578,"medium spender",2011-06-17,177,1,1,177,3578.0000,20.2147
18111,AW00029111,"Dale Anand",41,40-60,2,4320,"medium spender",2013-06-07,153,2,2,153,2160.0000,28.2353
18112,AW00029112,"Edward Powell",44,40-60,1,4,"low spender",2013-05-11,154,1,1,154,4.0000,0.0260
18113,AW00029113,"Alícia Anand",64,"Above 60",1,2384,"medium spender",2013-04-24,155,1,1,155,2384.0000,15.3806
18114,AW00029114,"Levi Raman",53,40-60,1,2384,"medium spender",2013-04-13,155,1,1,155,2384.0000,15.3806
18115,AW00029115,"Jacquelyn Munoz",63,"Above 60",1,2384,"medium spender",2013-04-13,155,1,1,155,2384.0000,15.3806
18116,AW00029116,"Janelle Patel",45,40-60,1,10,"low spender",2013-04-08,155,1,1,155,10.0000,0.0645
18117,AW00029117,"Glenn She",57,40-60,1,10,"low spender",2013-06-03,153,1,1,153,10.0000,0.0654
18118,AW00029118,"Noah Griffin",62,"Above 60",1,10,"low spender",2013-08-05,151,1,1,151,10.0000,0.0662
18119,AW00029119,"Lee Oliver",61,"Above 60",1,5,"low spender",2013-10-31,149,1,1,149,5.0000,0.0336
18120,AW00029120,"Kaitlyn Brown",62,"Above 60",1,10,"low spender",2013-06-08,153,1,1,153,10.0000,0.0654
18121,AW00029121,"Julie Luo",61,"Above 60",1,5,"low spender",2013-09-10,150,1,1,150,5.0000,0.0333
